nome_hotel,prezzo_iniziale,prezzo,credito_guadagnato,stanza,città,data,punteggio,stelle,stelle_booking,partner_preferiti,novita,evidenza,numero_recensioni,distanza_centro,genius,offerte,colazione_inclusa,senza_pagamento_anticipato,cancellazione_gratuita,os,username,user_agent_type,TIMESTAMP
Palermo Inn Suite,€ 154,€ 91,,Camera Matrimoniale Standard,Palermo,2024-06-15,"7,9
Punteggio di 7,9",,3.0,preferred_plus,False,False,295 recensioni,"1,6 km dal centro",False,Offerta a tempo limitato ,True,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
Opera Prima 28,€ 114,€ 103,,Camera Matrimoniale Economy,Palermo,2024-06-15,"8,1
Punteggio di 8,1",,3.0,preferred,False,False,432 recensioni,200 m dal centro,True,,False,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
"Open Sicily Homes ""Residence ai Quattro Canti"" - Self check in - Deposito Bagagli",€ 172,€ 159,Guadagna € 11 di Credito,Appartamento con Balcone,"Albergaria, Palermo",2024-06-15,"8,7
Punteggio di 8,7",,4.0,preferred_plus,False,False,423 recensioni,"0,8 km dal centro",True,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
"Casena Dei Colli, Sure Hotel Collection By Best Western",€ 143,€ 130,,Camera Matrimoniale Economy,Palermo,2024-06-15,"8,1
Punteggio di 8,1",4.0,,preferred,False,False,1.686 recensioni,"4,9 km dal centro",True,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Amuri Room&Suite,€ 117,€ 105,,Camera Matrimoniale Deluxe con Doccia,"Ruggero Settimo, Palermo",2024-06-15,"8,8
Punteggio di 8,8",,3.0,preferred,False,False,465 recensioni,300 m dal centro,True,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Federico Secondo B&B,€ 124,€ 112,,Camera Matrimoniale,"Monte di Pietà, Palermo",2024-06-15,"8,7
Punteggio di 8,7",,3.0,preferred,False,False,796 recensioni,"0,6 km dal centro",True,,True,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Hotel Politeama,€ 206,€ 206,Guadagna € 14 di Credito,Camera Matrimoniale Economy,"Ruggero Settimo, Palermo",2024-06-15,"8,8
Punteggio di 8,8",4.0,,preferred_plus,False,False,2.668 recensioni,"0,5 km dal centro",False,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
B&B Santa Caterina,€ 124,€ 124,,Camera Deluxe Matrimoniale/Doppia con Letti Singoli con Balcone,"La Kalsa, Palermo",2024-06-15,"9,5
Punteggio di 9,5",,3.0,,False,False,389 recensioni,"0,7 km dal centro",False,,True,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
Le Casette di Laura,€ 59,€ 59,,Casa Vacanze,Palermo,2024-06-15,"6,8
Punteggio di 6,8",,3.0,,False,False,476 recensioni,"0,7 km dal centro",False,,False,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
Hotel del Centro,€ 110,€ 100,,Camera Matrimoniale/Doppia con Letti Singoli,"La Kalsa, Palermo",2024-06-15,"7,7
Punteggio di 7,7",3.0,,preferred,False,False,506 recensioni,"1,2 km dal centro",True,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Le Stanze Dell'Emiro,€ 94,€ 94,,Camera Queen con Vista Giardino,Palermo,2024-06-15,"9,4
Punteggio di 9,4",,4.0,preferred,False,False,357 recensioni,"1,4 km dal centro",False,,True,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
B&B Palazzo Corvino,€ 113,€ 113,,Camera Matrimoniale Standard,"La Kalsa, Palermo",2024-06-15,"9,0
Punteggio di 9,0",,4.0,preferred_plus,False,False,299 recensioni,"1,1 km dal centro",False,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Leone Suite B&B & Restaurant,€ 109,€ 109,,Camera Tripla Comfort,"Ruggero Settimo, Palermo",2024-06-15,"8,4
Punteggio di 8,4",,3.0,preferred,False,False,664 recensioni,"0,6 km dal centro",False,,True,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
Alma Hotel,€ 156,€ 141,,Camera Matrimoniale,"Ruggero Settimo, Palermo",2024-06-15,"8,9
Punteggio di 8,9",3.0,,preferred,False,False,410 recensioni,300 m dal centro,True,,True,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Palco Rooms&Suites,€ 177,€ 160,,Camera Matrimoniale,"Castellammare Vucciria, Palermo",2024-06-15,"9,3
Punteggio di 9,3",,4.0,preferred,False,False,265 recensioni,100 m dal centro,True,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
B&B Le Porte Del Centro,€ 114,€ 103,,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,"Ruggero Settimo, Palermo",2024-06-15,"9,4
Punteggio di 9,4",,4.0,preferred,False,False,117 recensioni,"0,7 km dal centro",True,,False,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
La Terrazza Palace B&B,€ 134,€ 134,,Camera Matrimoniale,"Ruggero Settimo, Palermo",2024-06-15,"8,8
Punteggio di 8,8",,4.0,preferred,False,False,393 recensioni,200 m dal centro,False,,True,True,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
B&B Cala Peppa,€ 134,€ 134,,Suite con Terrazza,"Castellammare Vucciria, Palermo",2024-06-15,"8,8
Punteggio di 8,8",,4.0,preferred,False,False,641 recensioni,"0,8 km dal centro",False,,True,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
Il Genio del Porto - Mabbonath b&b,€ 107,€ 97,,Camera Matrimoniale con Bagno Privato,"Ruggero Settimo, Palermo",2024-06-15,"9,3
Punteggio di 9,3",,3.0,preferred,False,False,226 recensioni,"0,7 km dal centro",True,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Palermo Inn Boutique,€ 394,€ 260,,Camera Matrimoniale Deluxe con Balcone,"Monte di Pietà, Palermo",2024-06-15,"9,0
Punteggio di 9,0",,4.0,preferred_plus,False,False,857 recensioni,350 m dal centro,True,,True,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
LA VECCHIA PALERMO,€ 134,€ 121,,Camera Matrimoniale con Balcone,"Castellammare Vucciria, Palermo",2024-06-15,"8,5
Punteggio di 8,5",3.0,,preferred,False,False,97 recensioni,"0,5 km dal centro",True,,True,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
Cortile dei Giusti - Combo Guesthouse,€ 80,€ 80,,Camera Tripla Standard,"La Kalsa, Palermo",2024-06-15,"9,1
Punteggio di 9,1",,,preferred,False,True,657 recensioni,"1,1 km dal centro",False,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Palermo ai Leoni,€ 84,€ 84,,Camera Deluxe,Palermo,2024-06-15,"8,6
Punteggio di 8,6",,4.0,preferred,False,False,244 recensioni,"2,7 km dal centro",False,,False,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
Zefiro Suites,€ 251,€ 180,Guadagna € 13 di Credito,Camera Matrimoniale Budget,"La Kalsa, Palermo",2024-06-15,"9,4
Punteggio di 9,4",,4.0,preferred_plus,False,False,637 recensioni,"0,9 km dal centro",True,Offerta Vacanze ,True,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Dimora Sicula Relais - Palermo,€ 90,€ 90,,Ampia Camera Matrimoniale/Doppia con Letti Singoli,Palermo,2024-06-15,"9,5
Punteggio di 9,5",,4.0,preferred,False,False,15 recensioni,"0,9 km dal centro",False,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
C'era Una Volta,€ 140,€ 126,Guadagna € 9 di Credito,Camera Quadrupla Deluxe,"Ruggero Settimo, Palermo",2024-06-15,"8,5
Punteggio di 8,5",,4.0,preferred_plus,False,False,541 recensioni,450 m dal centro,True,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Arco di Trionfo Palermo Bed & Breakfast,€ 82,€ 74,,Camera Matrimoniale con Bagno Privato Esterno,"Borgo vecchio, Palermo",2024-06-15,"8,2
Punteggio di 8,2",,3.0,,False,False,358 recensioni,"0,5 km dal centro",True,,False,True,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
Location10,€ 218,€ 192,Guadagna € 13 di Credito,Camera Matrimoniale Deluxe con Balcone,Palermo,2024-06-15,"9,2
Punteggio di 9,2",,4.0,preferred_plus,False,False,900 recensioni,"0,8 km dal centro",True,,True,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Bonorum Santa Sofia,€ 104,€ 94,,Ampia Camera Matrimoniale,"Castellammare Vucciria, Palermo",2024-06-15,"8,6
Punteggio di 8,6",,3.0,,False,False,241 recensioni,"0,8 km dal centro",True,,False,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
Kome's,€ 84,€ 84,,Camera Matrimoniale,"La Kalsa, Palermo",2024-06-15,"8,5
Punteggio di 8,5",,3.0,preferred,False,False,53 recensioni,"1,4 km dal centro",False,,True,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
Ciccio Rooms and breakfast,€ 175,€ 135,Guadagna € 9 di Credito,Camera Superior Matrimoniale/Doppia con Letti Singoli con Vista Mare,Palermo,2024-06-15,"9,2
Punteggio di 9,2",,3.0,preferred_plus,False,False,96 recensioni,"3,5 km dal centro",True,,True,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
*1*7*4* Via Roma,€ 87,€ 87,,Camera Quadrupla Classic,"La Kalsa, Palermo",2024-06-15,"9,3
Punteggio di 9,3",,4.0,,False,False,183 recensioni,"0,9 km dal centro",True,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Palazzo Gallo,€ 129,€ 94,,Monolocale su 2 Livelli,"Ruggero Settimo, Palermo",2024-06-15,"9,0
Punteggio di 9,0",,4.0,preferred,False,False,437 recensioni,400 m dal centro,True,Offerta Vacanze ,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Stella Maris,€ 88,€ 66,,Camera Matrimoniale,Palermo,2024-06-15,"8,3
Punteggio di 8,3",,3.0,,False,True,379 recensioni,"1,5 km dal centro",True,Offerta Vacanze ,True,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Antica Dimora,€ 144,€ 127,,Camera Quadrupla,Palermo,2024-06-15,"8,5
Punteggio di 8,5",,4.0,preferred,False,False,461 recensioni,"1,2 km dal centro",True,,False,True,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
Casta Diva Luxury Apartments,€ 193,€ 174,Guadagna € 12 di Credito,Appartamento Superior,"Monte di Pietà, Palermo",2024-06-15,"9,5
Punteggio di 9,5",,4.0,preferred_plus,False,False,312 recensioni,450 m dal centro,True,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
D'Aragona Guest House,€ 96,€ 86,,Camera King Deluxe,Palermo,2024-06-15,"9,3
Punteggio di 9,3",,3.0,preferred,False,False,81 recensioni,"1,5 km dal centro",True,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
L 'APPRODO FELICE,€ 74,€ 74,,Camera Matrimoniale Budget,Palermo,2024-06-15,"8,0
Punteggio di 8,0",,3.0,,False,False,144 recensioni,"0,8 km dal centro",False,,True,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
LE CAMERE DI VIA MECCIO,€ 96,€ 87,,Camera Matrimoniale Economy,"Ruggero Settimo, Palermo",2024-06-15,"8,8
Punteggio di 8,8",,3.0,,False,False,122 recensioni,300 m dal centro,True,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Ruggero Settimo - Room & Suite,€ 107,€ 107,,Camera Deluxe,"Ruggero Settimo, Palermo",2024-06-15,"8,4
Punteggio di 8,4",,4.0,preferred,False,False,789 recensioni,250 m dal centro,False,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
nostra casa suite,€ 72,€ 72,,Camera Matrimoniale Deluxe,"La Kalsa, Palermo",2024-06-15,"7,9
Punteggio di 7,9",,3.0,preferred,False,False,164 recensioni,"1,2 km dal centro",False,,False,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
Ucciardhome Hotel,€ 154,€ 140,,Camera Classic Matrimoniale/Doppia con Letti Singoli,"Borgo vecchio, Palermo",2024-06-15,"8,0
Punteggio di 8,0",4.0,,preferred,False,False,652 recensioni,"1,1 km dal centro",True,,True,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Arsenale Porto,€ 98,€ 90,,Camera King Standard,Palermo,2024-06-15,"8,6
Punteggio di 8,6",,3.0,preferred,False,False,193 recensioni,"1,8 km dal centro",True,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Maison Butera,€ 209,€ 189,Guadagna € 13 di Credito,Camera King con Vista Mare,"La Kalsa, Palermo",2024-06-15,"8,9
Punteggio di 8,9",,4.0,preferred_plus,False,False,94 recensioni,"1,4 km dal centro",True,,True,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
I Cinque Continenti,€ 42,€ 42,,Camera Tripla Basic con Bagno in Comune,"La Kalsa, Palermo",2024-06-15,"5,2
Punteggio di 5,2",,,,False,False,516 recensioni,"1,1 km dal centro",False,,False,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
Cubacalatafimi Rooms,€ 103,€ 93,,Camera Queen Deluxe,Palermo,2024-06-15,"9,0
Punteggio di 9,0",,4.0,,False,False,190 recensioni,"1,5 km dal centro",True,,True,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
ABT L'AURA,€ 85,€ 77,,Camera Matrimoniale con Bagno Privato,"Albergaria, Palermo",2024-06-15,"7,9
Punteggio di 7,9",,3.0,preferred,False,False,84 recensioni,"1,2 km dal centro",True,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Quinto Stabile Rooms&Suite,€ 140,€ 126,,Camera Matrimoniale Small con Letto alla Francese,"Ruggero Settimo, Palermo",2024-06-15,"8,8
Punteggio di 8,8",,4.0,preferred,False,False,363 recensioni,300 m dal centro,True,,True,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Sant’Agostino Boutique Rooms,€ 117,€ 106,,Camera Matrimoniale Standard,"Monte di Pietà, Palermo",2024-06-15,"8,5
Punteggio di 8,5",,3.0,preferred,False,True,142 recensioni,350 m dal centro,True,,True,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
B&B TIVÌTTI,€ 121,€ 109,,Camera Matrimoniale,"Borgo vecchio, Palermo",2024-06-15,"9,4
Punteggio di 9,4",,4.0,,False,False,196 recensioni,"1,1 km dal centro",True,,True,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Al SiciliAndo B&B,€ 82,€ 74,,Camera Matrimoniale con Bagno Privato,Palermo,2024-06-15,"8,4
Punteggio di 8,4",,3.0,preferred,False,False,210 recensioni,"1,7 km dal centro",True,,True,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
Grand Hotel Piazza Borsa,€ 134,€ 134,,Economy Room,"La Kalsa, Palermo",2024-06-15,"8,4
Punteggio di 8,4",4.0,,preferred,False,False,764 recensioni,"0,9 km dal centro",False,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
Torreata Hotel & Residence,€ 91,€ 83,,Camera Matrimoniale/Doppia con Letti Singoli,Palermo,2024-06-15,"7,4
Punteggio di 7,4",3.0,,preferred,False,False,368 recensioni,3 km dal centro,True,,False,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
NARBONE 42,€ 74,€ 74,,Camera Matrimoniale con Bagno Privato,Palermo,2024-06-15,"9,0
Punteggio di 9,0",,3.0,,True,False,2 recensioni,"1,1 km dal centro",False,,False,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
Alberira Apartments,€ 98,€ 89,,Appartamento con Balcone,Palermo,2024-06-15,"9,1
Punteggio di 9,1",,4.0,preferred,False,False,160 recensioni,"2,2 km dal centro",True,,False,False,True,MacOS,pantilaura56,desktop,05-07-2024---14:37
B&B Palermo Pirri,€ 129,€ 129,Guadagna € 9 di Credito,Camera Quadrupla con Balcone,Palermo,2024-06-15,"8,9
Punteggio di 8,9",,3.0,preferred_plus,False,False,98 recensioni,"1,6 km dal centro",False,,True,False,False,MacOS,pantilaura56,desktop,05-07-2024---14:37
